index,Geographic area name,2012 NAICS code,Meaning of 2012 NAICS code,Meaning of Type of operation or tax status code,Number of establishments,"Value of sales, shipments, receipts, revenue, or business done ($1,000)","Annual payroll ($1,000)","First-quarter payroll ($1,000)",Number of employees,Number of nonemployer establishments,"Nonemployer value of sales, shipments, receipts, revenue, or business done ($1,000)"
234,Connecticut,71,"Arts, entertainment, and recreation",Establishments subject to federal income tax,"1,160","1,538,510","418,509","87,714","14,862",N,N
235,Connecticut,71,"Arts, entertainment, and recreation",Establishments exempt from federal income tax,450,"759,969","296,877","62,512","11,614",N,N
236,Connecticut,72,Accommodation and food services,Total,"8,263","9,542,068","2,590,778","619,127","134,546","3,324","170,843"
237,Connecticut,81,Other services (except public administration),All establishments,"7,282","4,903,953","1,382,426","338,737","43,384","29,916","923,807"
238,Connecticut,81,Other services (except public administration),Establishments subject to federal income tax,"5,816","3,031,011","960,567","236,034","34,073",N,N
239,Connecticut,81,Other services (except public administration),Establishments exempt from federal income tax,"1,466","1,872,942","421,859","102,703","9,311",N,N
240,Delaware,21,"Mining, quarrying, and oil and gas extraction",Total,13,"43,355","11,342",N,221,10,"1,516"
241,Delaware,22,Utilities,Total,48,Q,"246,949","69,528","2,622",38,"3,085"
242,Delaware,23,Construction,Total,"2,000","3,813,648","868,453","194,526","17,774","5,744","387,216"
243,Delaware,31-33,Manufacturing,Total,573,"22,597,384","1,393,179",N,"26,355",643,"38,614"
244,Delaware,42,Wholesale trade,Wholesale Trade,"1,029","20,473,953","1,106,263","300,975","14,465","1,006","115,697"
245,Delaware,42,Wholesale trade,"Merchant wholesalers, except manufacturers' sales branches and offices",835,"5,628,914","385,861","93,230","7,653",N,N
246,Delaware,42,Wholesale trade,Manufacturers' sales branches and offices,86,"13,364,198","691,727","200,953","6,367",N,N
247,Delaware,44-45,Retail trade,Total,"3,616","14,456,001","1,270,122","306,271","51,711","5,133","257,669"
248,Delaware,48-49 (104),Transportation and warehousing (104),Total,612,"1,056,221","418,199","100,218","11,938","2,101","151,029"
249,Delaware,51,Information,Total,417,N,"402,539","101,816","6,964",883,"52,643"
250,Delaware,52,Finance and insurance,Total,"1,920",N,"3,033,582","1,017,248","36,438","2,355","188,960"
251,Delaware,53,Real estate and rental and leasing,Total,"1,111","5,471,215","264,888","55,672","5,402","8,327","828,594"
252,Delaware,54,"Professional, scientific, and technical services",All establishments,"2,543",D,D,D,k,"8,070","448,536"
253,Delaware,54,"Professional, scientific, and technical services",Establishments subject to federal income tax,"2,536",D,D,D,k,N,N
254,Delaware,54,"Professional, scientific, and technical services",Establishments exempt from federal income tax,7,D,D,D,e,N,N
255,Delaware,55,Management of companies and enterprises,Total,"1,009",D,D,D,j,N,N
256,Delaware,56,Administrative and support and waste management and remediation services,Total,"1,369","1,631,737","723,078","178,581","22,885","4,206","119,760"
257,Delaware,61,Educational services,All establishments,190,D,D,D,g,"1,577","25,962"
258,Delaware,61,Educational services,Establishments subject to federal income tax,156,"182,642","46,982","11,821","1,379",N,N
259,Delaware,61,Educational services,Establishments exempt from federal income tax,34,D,D,D,e,N,N
260,Delaware,62,Health care and social assistance,All establishments,"2,524","7,003,251","2,995,864","682,671","61,897","4,276","143,108"
261,Delaware,62,Health care and social assistance,Establishments subject to federal income tax,"1,964","3,173,730","1,434,845","329,654","30,400",N,N
262,Delaware,62,Health care and social assistance,Establishments exempt from federal income tax,560,"3,829,521","1,561,019","353,017","31,497",N,N
263,Delaware,71,"Arts, entertainment, and recreation",All establishments,409,"650,636","207,807","45,728","8,102","3,329","95,730"
264,Delaware,71,"Arts, entertainment, and recreation",Establishments subject to federal income tax,302,"490,480","148,552","32,332","5,087",N,N
265,Delaware,71,"Arts, entertainment, and recreation",Establishments exempt from federal income tax,107,"160,156","59,255","13,396","3,015",N,N
266,Delaware,72,Accommodation and food services,Total,"1,987","2,148,437","566,694","129,586","35,609",725,"49,084"
267,Delaware,81,Other services (except public administration),All establishments,"1,513","974,725","290,053","69,834","9,841","7,324","203,952"
268,Delaware,81,Other services (except public administration),Establishments subject to federal income tax,"1,190","617,209","207,100","50,138","7,668",N,N
269,Delaware,81,Other services (except public administration),Establishments exempt from federal income tax,323,"357,516","82,953","19,696","2,173",N,N
270,District of Columbia,22,Utilities,Total,47,Q,D,D,g,44,"1,979"
271,District of Columbia,23,Construction,Total,391,"2,651,600","477,822","110,318","9,014","1,917","98,391"
272,District of Columbia,31-33,Manufacturing,Total,113,"309,832","61,494",N,"1,361",267,"9,603"
273,District of Columbia,42,Wholesale trade,Wholesale Trade,430,"4,102,757","340,951","79,329","4,259",307,"26,631"
274,District of Columbia,42,Wholesale trade,"Merchant wholesalers, except manufacturers' sales branches and offices",335,"2,591,868","260,617","58,717","3,415",N,N
275,District of Columbia,42,Wholesale trade,Manufacturers' sales branches and offices,81,"1,377,744","75,277","19,508",769,N,N
276,District of Columbia,44-45,Retail trade,Total,"1,710","4,439,933","525,151","127,534","19,780","1,989","69,597"
277,District of Columbia,48-49 (104),Transportation and warehousing (104),Total,193,"1,967,947","341,866","87,423","8,483","2,146","58,614"
278,District of Columbia,51,Information,Total,741,N,"2,215,115","588,473","22,144","1,508","61,899"
279,District of Columbia,52,Finance and insurance,Total,999,N,"2,665,854","918,364","18,080",920,"86,425"
280,District of Columbia,53,Real estate and rental and leasing,Total,"1,112","3,213,899","673,722","182,439","10,103","4,625","618,110"
281,District of Columbia,54,"Professional, scientific, and technical services",All establishments,"5,061","31,866,325","11,196,369","2,737,882","97,555","14,061","847,716"
282,District of Columbia,54,"Professional, scientific, and technical services",Establishments subject to federal income tax,"4,831","29,796,165","10,549,204","2,573,733","89,224",N,N
283,District of Columbia,54,"Professional, scientific, and technical services",Establishments exempt from federal income tax,230,"2,070,160","647,165","164,149","8,331",N,N
284,District of Columbia,55,Management of companies and enterprises,Total,192,"457,028","987,579","343,800","9,489",N,N
285,District of Columbia,56,Administrative and support and waste management and remediation services,Total,"1,079","2,700,311","1,181,167","288,796","28,946","3,444","75,612"
286,District of Columbia,61,Educational services,All establishments,338,"903,400","231,401","56,831","5,311","2,412","40,575"
287,District of Columbia,61,Educational services,Establishments subject to federal income tax,149,"212,223","69,006","16,867","1,788",N,N
288,District of Columbia,61,Educational services,Establishments exempt from federal income tax,189,"691,177","162,395","39,964","3,523",N,N
289,District of Columbia,62,Health care and social assistance,All establishments,"2,065","8,963,981","3,596,538","879,893","67,742","4,654","165,386"
290,District of Columbia,62,Health care and social assistance,Establishments subject to federal income tax,"1,353","2,870,909","1,203,358","284,271","24,356",N,N
291,District of Columbia,62,Health care and social assistance,Establishments exempt from federal income tax,712,"6,093,072","2,393,180","595,622","43,386",N,N
292,District of Columbia,71,"Arts, entertainment, and recreation",All establishments,301,"1,021,366","412,037","78,724","7,510","4,256","105,476"
293,District of Columbia,71,"Arts, entertainment, and recreation",Establishments subject to federal income tax,210,"778,257","327,324","57,652","5,103",N,N
294,District of Columbia,71,"Arts, entertainment, and recreation",Establishments exempt from federal income tax,91,"243,109","84,713","21,072","2,407",N,N
295,District of Columbia,72,Accommodation and food services,Total,"2,371","5,101,602","1,504,798","349,965","60,370",913,"28,934"
296,District of Columbia,81,Other services (except public administration),All establishments,"3,357","19,773,475","4,238,635","1,089,602","58,982","7,215","158,649"
297,District of Columbia,81,Other services (except public administration),Establishments subject to federal income tax,940,"633,284","194,141","47,616","7,719",N,N
298,District of Columbia,81,Other services (except public administration),Establishments exempt from federal income tax,"2,417","19,140,191","4,044,494","1,041,986","51,263",N,N
299,Florida,21,"Mining, quarrying, and oil and gas extraction",Total,193,"2,885,755","234,190",N,"4,078","1,159","58,404"
300,Florida,22,Utilities,Total,699,Q,"2,356,891","735,476","27,343","1,551","65,759"
301,Florida,23,Construction,Total,"39,544","66,594,364","11,640,295","2,729,310","294,737","153,180","7,213,211"
302,Florida,31-33,Manufacturing,Total,"12,890","96,924,106","14,269,957",N,"277,089","21,526","1,056,619"
303,Florida,42,Wholesale trade,Wholesale Trade,"31,657","342,238,161","15,394,391","3,748,582","296,207","38,022","3,588,302"
304,Florida,42,Wholesale trade,"Merchant wholesalers, except manufacturers' sales branches and offices","27,109","252,626,608","12,867,603","3,123,726","252,418",N,N
305,Florida,42,Wholesale trade,Manufacturers' sales branches and offices,868,"53,630,541","1,701,131","439,700","25,122",N,N
306,Florida,44-45,Retail trade,Total,"71,189","273,867,145","24,033,542","6,005,100","947,877","130,772","5,753,618"
307,Florida,48-49 (104),Transportation and warehousing (104),Total,"13,280","49,158,988","8,957,718","2,285,466","209,381","91,021","4,718,252"
308,Florida,51,Information,Total,"8,030",N,"10,280,002","2,690,568","152,775","22,761","906,660"
309,Florida,52,Finance and insurance,Total,"30,653",N,"22,758,385","6,336,316","338,872","58,818","3,990,148"
310,Florida,53,Real estate and rental and leasing,Total,"29,845","30,560,143","5,337,407","1,310,356","139,955","202,769","15,150,899"
311,Florida,54,"Professional, scientific, and technical services",All establishments,"70,785","70,175,610","27,100,369","6,408,083","440,858","220,494","10,079,960"
312,Florida,54,"Professional, scientific, and technical services",Establishments subject to federal income tax,"70,617","69,653,449","26,855,362","6,348,239","436,764",N,N
313,Florida,54,"Professional, scientific, and technical services",Establishments exempt from federal income tax,168,"522,161","245,007","59,844","4,094",N,N
314,Florida,55,Management of companies and enterprises,Total,"2,699","3,732,556","10,644,839","2,857,306","131,305",N,N
315,Florida,56,Administrative and support and waste management and remediation services,Total,"33,177","71,013,189","44,420,277","11,037,529","1,212,420","209,467","4,269,199"
316,Florida,61,Educational services,All establishments,"4,661","3,477,883","1,051,283","259,093","38,075","37,681","569,117"
317,Florida,61,Educational services,Establishments subject to federal income tax,"4,210","3,180,457","952,801","234,868","34,037",N,N
318,Florida,61,Educational services,Establishments exempt from federal income tax,451,"297,426","98,482","24,225","4,038",N,N
319,Florida,62,Health care and social assistance,All establishments,"56,659","124,061,425","44,435,578","10,704,351","991,254","154,971","4,767,812"
320,Florida,62,Health care and social assistance,Establishments subject to federal income tax,"51,567","76,785,850","27,914,389","6,623,553","614,004",N,N
321,Florida,62,Health care and social assistance,Establishments exempt from federal income tax,"5,092","47,275,575","16,521,189","4,080,798","377,250",N,N
322,Florida,71,"Arts, entertainment, and recreation",All establishments,"7,562","16,452,987","4,904,355","1,240,409","169,796","76,826","2,176,583"
323,Florida,71,"Arts, entertainment, and recreation",Establishments subject to federal income tax,"6,594","14,211,979","4,120,170","1,031,872","136,273",N,N
324,Florida,71,"Arts, entertainment, and recreation",Establishments exempt from federal income tax,968,"2,241,008","784,185","208,537","33,523",N,N
325,Florida,72,Accommodation and food services,Total,"37,118","49,817,925","13,598,150","3,490,171","786,082","28,204","1,630,003"
326,Florida,81,Other services (except public administration),All establishments,"34,843","20,798,902","5,414,501","1,383,193","195,176","312,109","8,000,115"
327,Florida,81,Other services (except public administration),Establishments subject to federal income tax,"27,843","12,202,468","3,616,359","919,113","145,010",N,N
328,Florida,81,Other services (except public administration),Establishments exempt from federal income tax,"7,000","8,596,434","1,798,142","464,080","50,166",N,N
